"ID","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
1484,"Private room& en suite bathroom in 5bed/3ba condo",66275798,"Carol","Hyde Park",41.80182,-87.601,"Private room",70,2,34,"2019-10-15",0.84,3,267
1485,"Chicago Bungalow in The city.",87804841,"Francisco","Portage Park",41.96082,-87.76902,"Private room",45,2,56,"2020-08-08",1.36,3,63
1486,"OneEleven CHICAGO RIVER VIEW FURNISHED STUDIO (18)",9400379,"ExecuSuite Inc.","Loop",41.88652,-87.63143,"Entire home/apt",80,31,5,"2019-03-31",0.13,30,93
1487,"Vintage Sunny Bungalow Logan Square",11185160,"Suzanne","Logan Square",41.9266,-87.71875,"Entire home/apt",135,2,51,"2020-02-16",1.25,1,274
1488,"Huge Luxurious Duplex-Walk to Wrigley Field",85963355,"Bo","Lake View",41.94549,-87.66477,"Entire home/apt",614,2,4,"2020-02-16",0.11,1,62
1489,"Sleek and cool garden loft in Boystown Lakeview",173968333,"Irena","Lake View",41.93975,-87.64756,"Entire home/apt",75,1,224,"2020-09-06",5.48,4,323
1490,"Bright Chicago Apt. 1BR 1.4 miles fr Wrigley",118486219,"Matthew","Lake View",41.93264,-87.66435,"Entire home/apt",89,1,237,"2020-09-20",5.63,1,107
1491,"Whole Condo 2 King Beds Super Easy Access Downtown",31101209,"Michelle  & Brendan","West Town",41.89845,-87.6894,"Entire home/apt",110,2,172,"2020-09-06",4.27,1,17
1492,"New Swanky Digs Close to Wrigley-Park up to 2 cars",121370113,"Chris","Uptown",41.96364,-87.66306,"Entire home/apt",196,3,65,"2020-07-29",1.63,1,173
1493,"Immaculate single family Home near Logan Square !",27506618,"Stephanie","Hermosa",41.93525,-87.73722,"Entire home/apt",250,2,43,"2020-09-05",1.07,1,347
1494,"Safest Area dplx-Brewery District close to Wrigley",34130188,"Damoon","North Center",41.95453,-87.67557,"Entire home/apt",663,2,49,"2020-03-15",1.23,4,296
1495,"The Green House",107775166,"Warren","Edgewater",41.98543,-87.66385,"Entire home/apt",50,2,154,"2020-02-03",3.64,1,0
1496,"Cozy 3 bedroom Apt Andersonville Neighborhood",122545577,"Paul","Uptown",41.97615,-87.66994,"Entire home/apt",144,4,34,"2020-08-15",0.84,1,195
1497,"Condo ON POINT in Logan Square! (literally)",969882,"Lindsay","Logan Square",41.91965,-87.69708,"Private room",78,2,38,"2020-03-14",1.24,2,65
1498,"Airy modern home in the heart of Lincoln Square",6467011,"Steven","Lincoln Square",41.96502,-87.68094,"Entire home/apt",300,7,1,"2017-05-31",0.02,1,0
1499,"Hauserly on the Boulevard",59136604,"Christine","Logan Square",41.91571,-87.70376,"Private room",70,2,13,"2019-10-16",0.32,1,83
1500,"Logan Square Loft Studio Above Art Gallery",5228189,"Matthew","Logan Square",41.91414,-87.688,"Entire home/apt",72,1,150,"2020-08-11",3.71,14,109
1501,"Private Logan Square Studio",122884640,"Devin","Logan Square",41.92902,-87.70312,"Entire home/apt",81,2,192,"2020-08-23",4.86,1,230
1502,"Condo with a whirlpool bath and fireplace..",14865066,"William","Rogers Park",42.01386,-87.68128,"Entire home/apt",146,3,7,"2020-07-06",0.39,3,36
1503,"Private 2nd Floor 15 Minutes From O'hare!",121695859,"Israel","Portage Park",41.96657,-87.78183,"Entire home/apt",66,1,208,"2020-09-07",5.02,1,155
1504,"Bright Converted Storefront in Roscoe Village",120233125,"Navin","North Center",41.94435,-87.67907,"Entire home/apt",108,3,60,"2020-09-05",1.44,1,349
1505,"Cozy Fall Weekend Specials!",121584173,"Sally","Austin",41.86825,-87.77421,"Entire home/apt",72,2,35,"2020-09-07",0.87,1,300
1506,"Gorgeous Modern Previewed On The Deed Chicago",1812643,"Dior","West Town",41.89273,-87.67361,"Entire home/apt",649,1,42,"2020-08-29",1.03,1,355
1507,"Affordable room in spacious townhome in South Loop",378923,"Mil","Near South Side",41.85532,-87.62883,"Private room",60,1,26,"2018-07-13",0.62,1,0
1508,"Perfect -2 PVT BdrmsShareBathKitchen",16292516,"Michael","Lake View",41.94421,-87.64993,"Private room",495,2,3,"2019-05-19",0.12,4,364
1509,"Humboldt Park Traveler's Lodge",4591141,"Moudi","West Town",41.89966,-87.69374,"Entire home/apt",90,7,335,"2020-08-25",8.05,2,32
1510,"Study Oasis",124307753,"Aj","South Shore",41.76867,-87.56926,"Private room",22,1,41,"2020-09-06",1.06,2,319
1511,"Sunny Character-Filled Apartment in Trendy Ukrainian Village",29716517,"Ronaldo And Carla","West Town",41.89874,-87.69014,"Entire home/apt",79,2,44,"2020-09-10",1.22,2,26
1512,"Cozy 2BR/1BA Garden Apartment  Near Lincoln Square",124330080,"Joseph","Albany Park",41.97246,-87.70636,"Entire home/apt",60,2,131,"2020-09-02",3.18,1,353
1513,"Sunny Home Chinatown, close to McCormick",33870996,"Yvonne","Armour Square",41.84815,-87.63477,"Entire home/apt",129,2,54,"2020-09-07",1.31,3,45
1514,"Beautiful Condo- Near Downtown, Rush & United Center.",8094939,"Alex","Near West Side",41.87417,-87.68332,"Entire home/apt",158,2,124,"2020-04-12",3.03,4,0
1515,"Loft Apartment River North",92467320,"FieldHouse","Near North Side",41.89808,-87.63522,"Hotel room",157,1,48,"2020-09-07",1.18,8,7
1516,"Captivating Lakeview East Residence",4290220,"Xander","Lake View",41.93979,-87.64285,"Entire home/apt",80,2,21,"2017-09-25",0.51,1,0
1517,"Lux Sky Home near Navy Pier and the Magnificent Mile",24388042,"DeLuxe","Near North Side",41.89376,-87.61686,"Entire home/apt",299,88,21,"2020-05-17",0.52,6,355
1518,"Sophisticated & updated, walking distance to Lake!",91881711,"Megan","Near North Side",41.90339,-87.62925,"Entire home/apt",105,4,66,"2020-08-30",1.65,5,0
1519,"Fun & Funky Musician Condo (Entire Home)",36370758,"Rebecca","Irving Park",41.96015,-87.71004,"Entire home/apt",120,3,16,"2019-08-12",0.39,1,0
1520,"2 bedroom hipster haven",45990058,"Erica","Logan Square",41.9145,-87.69742,"Entire home/apt",80,20,17,"2019-03-05",0.41,1,0
1521,"Super Nice, 1 Block from Red Line & Gated Parking!",27548128,"Dina","Uptown",41.95953,-87.65615,"Entire home/apt",550,10,38,"2019-08-05",0.92,1,0
1522,"Private Spot -- Walk to University of Chicago!",3301954,"Ari","Woodlawn",41.77917,-87.60108,"Private room",55,1,88,"2020-03-19",2.2,1,62
1523,"Cozy Chicago Vintage Rowhouse",25031256,"Kevin","Pullman",41.68664,-87.60764,"Private room",10,2,26,"2018-11-24",0.68,1,0
1524,"Amazing Large 3 bdrm Condo Charming Neighborhood",27901238,"Marc","Uptown",41.97491,-87.66204,"Entire home/apt",175,2,85,"2019-12-14",2.13,2,209
1525,"Cozy room in the Heart of Chicago",125412587,"Luis","Lower West Side",41.85506,-87.67667,"Private room",39,2,81,"2020-03-02",1.97,2,89
1526,"Stunning and Spacious Lincoln Park Home Allows Your Group to Live Like Locals",110985389,"Josh","Lincoln Park",41.91615,-87.6506,"Entire home/apt",667,3,52,"2020-01-19",1.25,1,112
1527,"Unique & Spacious Corner Studio Loft",92467320,"FieldHouse","Near North Side",41.89856,-87.63641,"Hotel room",158,1,43,"2020-08-26",1.46,8,6
1528,"Room in River North Boutique Hotel",92467320,"FieldHouse","Near North Side",41.8983,-87.6359,"Private room",107,1,116,"2020-09-07",3.54,8,10
1529,"Perfect Location in River North - 1-Bedroom Apt",92467320,"FieldHouse","Near North Side",41.89805,-87.63599,"Hotel room",112,1,33,"2020-09-01",1.1,8,10
1530,"New, Renovated Room with Full-Bed & Kitchenette",92467320,"FieldHouse","Near North Side",41.89811,-87.63633,"Hotel room",98,1,65,"2020-09-11",1.73,8,9
1531,"Art Room in the Sky",5732624,"Mike","Lower West Side",41.85508,-87.67131,"Private room",47,1,204,"2020-03-12",4.91,2,3
1532,"Queen Room in River North Boutique Hotel",92467320,"FieldHouse","Near North Side",41.89824,-87.63599,"Hotel room",86,1,301,"2020-09-13",11.15,8,10
1533,"Dugout in Wrigleyville",40319547,"Josh","Lake View",41.94876,-87.65879,"Entire home/apt",262,1,224,"2020-03-23",5.51,5,0
1534,"Charming East Village 2 BR w/private balcony 2",173968333,"Irena","West Town",41.8978,-87.68158,"Entire home/apt",65,1,217,"2020-08-30",5.36,4,89
1535,"Spacious Apartment minutes from Downtown/McCormick",41010512,"Carolyn","Grand Boulevard",41.81422,-87.61608,"Entire home/apt",59,2,101,"2020-09-06",2.5,1,23
1536,"Bucktown ~ Zen Sleep Room",28876830,"Jill","Logan Square",41.91983,-87.67777,"Private room",41,1,95,"2019-10-27",2.31,1,78
1537,"01. Private Room in Shared Apartment - 3 Mi to NWU",2907254,"Joe","West Ridge",42.01653,-87.68788,"Private room",42,1,10,"2018-09-15",0.25,8,0
1538,"Sonder | North Wells | Chic 3BR",12243051,"Sonder","Near North Side",41.90804,-87.63513,"Entire home/apt",233,3,43,"2020-03-15",1.05,47,81
1539,"Sonder | North Wells | Stunning 3BR",12243051,"Sonder","Near North Side",41.90821,-87.63526,"Entire home/apt",366,3,43,"2020-02-16",1.06,47,57
1540,"Andersonville Haven",10733788,"George Dante","Lake View",41.95972,-87.66645,"Private room",115,2,25,"2019-10-14",0.61,1,89
1541,"Historic Church Home in Logan Square",28054964,"Molly","Logan Square",41.92575,-87.69514,"Entire home/apt",1036,2,10,"2019-03-31",0.25,1,359
1542,"Comfy South Loop Condo - Great Location!",126786925,"Anthony","Near South Side",41.861,-87.62533,"Private room",89,2,124,"2020-02-16",3.11,1,0
1543,"Stylish Gold Coast One Bedroom",50073630,"Timothy","Near North Side",41.89454,-87.62767,"Entire home/apt",95,31,3,"2019-02-03",0.09,1,260
1544,"Private bedroom in beautiful Bungalow - 1",93218543,"Stephanie","South Shore",41.75319,-87.57209,"Private room",36,2,31,"2019-09-10",0.77,1,0
1545,"Charming, sunny condo in Lincoln Park",22966589,"Alona","Lincoln Park",41.93037,-87.64157,"Entire home/apt",150,2,0,"",NA,1,0
1546,"Huge Classic Roscoe Village Apartment w/ Backyard",11528430,"Kristina","North Center",41.94737,-87.6863,"Entire home/apt",95,1,4,"2018-01-24",0.1,1,0
1547,"Logan Square * Priv Rm&Dr * 24hr * 420 friendz DOG",94706541,"P","Logan Square",41.91451,-87.68946,"Private room",87,1,132,"2020-08-23",3.46,1,86
1548,"Unwind in the Garden of an Elegant, Modern Home",41767444,"Mar & De","West Town",41.8931,-87.66014,"Entire home/apt",146,2,149,"2020-09-17",3.82,4,288
1549,"Private room in Logan Square #3",126991062,"Mark","Logan Square",41.92764,-87.71233,"Private room",30,1,4,"2020-04-16",0.55,2,0
1550,"Private room in Logan Square",126991062,"Mark","Logan Square",41.92763,-87.71225,"Private room",25,1,4,"2020-02-29",0.1,2,0
1551,"Modern 1BD in Chicago!",26706986,"Tiffany","Irving Park",41.94714,-87.70306,"Entire home/apt",85,28,24,"2020-06-30",0.94,1,23
1552,"Luxury 1bd Apartment  in the West Loop",14464990,"Kelley","Near West Side",41.88567,-87.64265,"Entire home/apt",199,2,7,"2019-10-13",0.17,1,0
1553,"Wicker Park/Bucktown 2 bedroom/3 baths",6949638,"Sameena","West Town",41.90808,-87.66291,"Entire home/apt",173,2,16,"2018-07-15",0.38,1,0
1554,"Cozy spacious room with private guest bathroom",6690723,"Visaria&Huber","Bridgeport",41.83679,-87.64848,"Private room",65,2,46,"2019-10-23",1.13,1,229
1555,"Cute Rogers park rental -Special price",41690970,"Hana","Rogers Park",42.00566,-87.67013,"Shared room",62,31,3,"2019-08-11",0.08,2,365
1556,"Chic Home! Walk to Nightlife-Comedy-Restaurants!",52879705,"Jackie","Lincoln Park",41.91618,-87.63608,"Entire home/apt",105,2,172,"2020-09-06",4.16,1,60
1557,"Sunny condo close to everything!",11301782,"Brian","Lake View",41.9369,-87.6543,"Entire home/apt",182,7,50,"2020-06-01",1.25,1,21
1558,"Bright Modern 3BR Condo in Heart of Wicker Park",28300293,"Danny","West Town",41.90451,-87.67379,"Entire home/apt",209,3,136,"2020-09-06",3.37,1,349
1559,"The Garden on Wayne",116285731,"Erin","Lake View",41.94794,-87.66246,"Entire home/apt",104,2,100,"2020-09-05",2.43,1,333
1560,"Stroll to Wrigley Field from a Cozy, Vintage Home",127772312,"Susan","North Center",41.94576,-87.67862,"Entire home/apt",142,2,110,"2020-03-31",2.7,2,135
1561,"Cozy Garden Apartment in lovely Old Irving Park",42612418,"Timothy","Irving Park",41.9527,-87.7323,"Entire home/apt",65,2,53,"2020-02-16",1.34,1,0
1562,"Heart of Logan Sq, 1 bd/cozy, vintage/artsy, green",7863642,"Migdalia","Logan Square",41.92686,-87.70188,"Private room",90,3,10,"2019-09-20",0.25,1,90
1563,"Studio in the heart of Logan Square",39282165,"Kim","Logan Square",41.93087,-87.71012,"Entire home/apt",70,2,0,"",NA,1,0
1564,"Spacious 1BR apt 2 blocks from Michigan Ave",41381016,"Tali","Near North Side",41.89539,-87.62605,"Entire home/apt",110,32,8,"2018-08-29",0.2,1,255
1565,"Charming 1 BDR  in great location",3843347,"Andrea","Near North Side",41.8947,-87.62709,"Entire home/apt",101,30,12,"2020-07-31",0.32,3,310
1566,"Fabian’s Little Pad",117723922,"Fabian","Portage Park",41.93983,-87.76014,"Entire home/apt",1000,1,1,"2018-09-29",0.04,1,365
1567,"Entire Chicago House near Wrigley and Logan Square",5403537,"Dustin","Avondale",41.93326,-87.6917,"Entire home/apt",111,2,125,"2020-08-01",3.05,1,170
1568,"Gorgeous garden apartment near O'Hare.",128452488,"Grace","Dunning",41.9518,-87.83528,"Entire home/apt",69,3,132,"2020-09-20",3.55,3,155
1569,"OneEleven RIVER VIEW FURNISHED STUDIO POOL (26)",9400379,"ExecuSuite Inc.","Loop",41.88652,-87.63143,"Entire home/apt",70,31,7,"2020-04-12",0.18,30,225
1570,"2BR Lakeview Condo with Deck on a Quiet Street",126783761,"Bethany","Lake View",41.93789,-87.64804,"Entire home/apt",147,4,127,"2020-09-07",3.11,1,315
1571,"Beautiful 3-bed Condo Near University of Chicago",67665258,"Corey","Woodlawn",41.78153,-87.61158,"Entire home/apt",99,1,332,"2020-08-23",8.1,2,282
1572,"Cozy private unit near transit, dining & nightlife",7497823,"Justin","Logan Square",41.91918,-87.68895,"Entire home/apt",59,2,141,"2019-12-12",4.61,1,0
1573,"Luxury, private bedroom suite in Lakeview",128938940,"Barry","Lake View",41.94039,-87.64812,"Private room",125,2,65,"2020-02-16",1.6,1,90
1574,"Luxury High-Rise Condo",47523544,"Omar","Loop",41.88595,-87.62747,"Entire home/apt",300,25,2,"2017-09-10",0.05,1,0
1575,"Champagne Suite:  AirBnB Super Host",93017116,"Randall","Grand Boulevard",41.81141,-87.60861,"Private room",100,3,77,"2020-01-01",1.92,4,262
1576,"Classic Logan Square- comfy, spacious and bright!",880003,"Floyd","Logan Square",41.92881,-87.71186,"Entire home/apt",115,3,0,"",NA,1,0
1577,"Laid back Private Room  w/ FREE PARKING",91186260,"Jessie","Englewood",41.7899,-87.63423,"Private room",23,6,15,"2019-03-18",0.38,6,82
1578,"Northside bright and comfy retreat",23006241,"Elleene And Vic","Rogers Park",42.00574,-87.67114,"Entire home/apt",89,2,104,"2020-08-23",2.59,1,49
1579,"Large 3B/2.5 Bth by Lakefront - Long stays welcome",17363046,"Courtney","Uptown",41.97123,-87.65304,"Entire home/apt",289,2,35,"2020-09-01",0.97,1,351
1580,"Charming 2-BR/1-bath near Wrigley",9094538,"Nicole","Lake View",41.94017,-87.66507,"Entire home/apt",73,1,71,"2020-03-22",1.74,37,67
1581,"Private 2 bedrooms. Massive kitchen & Living room",115896160,"Patrick","Lincoln Park",41.92987,-87.66947,"Private room",193,2,0,"",NA,2,89
1582,"Unwind in the Bath at a Hip, Historic Coach House",14729644,"Elinor","West Town",41.9086,-87.68877,"Entire home/apt",109,2,185,"2020-08-30",4.62,1,2
1583,"Modern Logan Square Apartment near Public Transit",2069798,"Afsha","Logan Square",41.91555,-87.71057,"Entire home/apt",121,1,144,"2020-03-22",3.51,6,0
1584,"Rare large Duplex Gem near Wrigley & Logan Square",100386347,"Lisa","Avondale",41.93308,-87.69153,"Entire home/apt",289,2,75,"2020-03-08",1.85,1,179
1585,"⭐️Walk + Transit Score 90+⭐️Pvt Bathroom⭐️3rd Fl⭐️",51277433,"Kanan","Near North Side",41.90107,-87.63298,"Private room",85,1,82,"2020-08-31",2.18,2,353
1586,"Luxury Penthouse in the hottest area of the city",32625825,"Luxury Rentals","Near North Side",41.89443,-87.62797,"Entire home/apt",1079,2,10,"2020-02-17",0.28,1,343
1587,"3B/3BA Luxury Sky Loft | Panoramic Views, Indoor Pool & Gym by ENVITAE | PAID IN/OUT PARKING IN BLDG",67751745,"Brett","Near North Side",41.89261,-87.62333,"Entire home/apt",313,3,92,"2020-09-07",2.28,3,345
1588,"Renovated 3BR Duplex in Logan Square",96064608,"Matt","Logan Square",41.92513,-87.71136,"Entire home/apt",184,4,99,"2020-09-07",2.43,2,0
1589,"Logan Square Studio WITH A/C - NO CLEANING FEE",86913754,"Stephen","Logan Square",41.92462,-87.70891,"Entire home/apt",123,2,134,"2020-09-08",3.3,1,83
1590,"Quiet & Comfy, Steps from the Hub of Artsy 18th St.",17635314,"Jaime & Jennifer","Lower West Side",41.85824,-87.65223,"Entire home/apt",98,2,116,"2020-09-15",2.95,1,160
1591,"Spacious 4BR/2BA Duplex near Wrigley!",9094538,"Nicole","Lake View",41.93974,-87.66359,"Entire home/apt",124,1,60,"2020-03-08",1.48,37,158
1592,"Entire Level in north park by Brown Line Subway",130066930,"David","Albany Park",41.97181,-87.71274,"Entire home/apt",65,1,109,"2019-12-16",2.68,1,135
1593,"GLASS HAUS STUDIO + KING BED!",33127842,"Kari","Near North Side",41.89652,-87.63249,"Entire home/apt",149,21,5,"2020-05-06",0.13,26,365
1594,"Historical Lincoln Park Home",45767230,"Rachel","Lincoln Park",41.93121,-87.65431,"Entire home/apt",650,2,5,"2020-08-12",0.13,1,364
1595,"House 3BED/2BATH/1PARKING close to Downtown & Lake",129809208,"Junni","West Ridge",41.99277,-87.67768,"Entire home/apt",198,2,115,"2020-07-24",2.83,3,344
1596,"Private Large bedroom in 5bed/3ba penthouse",66275798,"Carol","Hyde Park",41.80076,-87.59991,"Private room",65,3,39,"2020-03-07",0.97,3,137
1597,"Experience Chicago right from your window",32835578,"Luis Daniel","Humboldt Park",41.9099,-87.73227,"Entire home/apt",69,7,37,"2020-09-01",0.94,1,316
1598,"PENTHOUSE KING studio suite downtown River North!",63313003,"K","Near North Side",41.89784,-87.63257,"Entire home/apt",155,30,2,"2019-07-02",0.08,31,365
1599,"Private and Cozy Guest Room",22484523,"Dorhec & Kyle","Logan Square",41.93184,-87.68896,"Private room",35,1,5,"2020-08-22",0.72,1,83
1600,"Clean, spacious, contactless check-in, location!!!",56104711,"Amy","Lake View",41.93475,-87.65903,"Entire home/apt",121,2,47,"2020-06-21",1.23,1,236
1601,"Lincoln Park/DePaul 3BR Apartment",8179314,"Max","Lincoln Park",41.91864,-87.65458,"Entire home/apt",305,1,90,"2020-02-17",2.33,1,0
1602,"Division Street Location 2 bd/1 ba 1 Kitty",11693881,"Lisa","West Town",41.90191,-87.67405,"Entire home/apt",135,2,0,"",NA,1,87
1603,"Large On Space, Huge On Comfort",111302591,"Jay","Woodlawn",41.78428,-87.61496,"Entire home/apt",50,2,60,"2020-08-30",1.48,1,280
1604,"Your friendly home.",129954271,"Fabrice","West Town",41.9079,-87.67875,"Private room",105,1,1,"2017-12-17",0.03,1,179
1605,"Beautiful Treehouse Apartment in Andersonville",53374863,"Chelsea","Edgewater",41.98027,-87.67287,"Private room",50,1,80,"2020-02-23",1.97,1,0
1606,"Explore Chicago From a Stylish Home",130748343,"Nilsa","West Town",41.90104,-87.6718,"Entire home/apt",148,3,152,"2020-09-19",3.78,1,40
1607,"Charming Cozy Master Bedroom for Travel Lover",76133827,"Anny","West Town",41.89559,-87.66451,"Private room",81,1,68,"2020-07-24",1.7,6,353
1608,"Fulton Market Guest Room",22411493,"Tim","Near West Side",41.88484,-87.65948,"Private room",150,1,0,"",NA,1,0
1609,"Grand Garden Getaway with Chic Cottage Atmosphere",131184554,"Nicholas & Jesse","Edgewater",41.98462,-87.66688,"Entire home/apt",300,2,60,"2019-12-15",1.5,2,143
1610,"Charming 2BR on Quiet Street Close to the Action",131335007,"Matthew","Lake View",41.93576,-87.65747,"Entire home/apt",219,2,84,"2020-09-07",2.12,1,151
1611,"West Town Living in a Bright and Private Room",96093069,"Sujata","West Town",41.89285,-87.66143,"Private room",110,1,66,"2019-10-20",1.65,2,81
1612,"-CHICAGO STUDIO IN JEFFERSON PARK O'HARE ROSEMONT-",131366873,"Jozef & Robert","Jefferson Park",41.9704,-87.76517,"Entire home/apt",68,2,74,"2020-09-06",1.93,2,49
1613,"Cozy Peach room",104526288,"Myrtle","North Park",41.99232,-87.71478,"Private room",35,2,36,"2020-06-01",0.89,2,352
1614,"SANITIZED Hyde Park Retreat near UChicago",100179,"Kenneth","Woodlawn",41.7843,-87.61217,"Private room",46,2,52,"2020-03-17",1.3,8,0
1615,"Designer loft in the heart of River West",19578992,"Laura","West Town",41.89555,-87.65376,"Entire home/apt",1021,1,35,"2019-10-01",0.87,3,362
1616,"Exposed brick loft in the heart of Old Town",67788755,"Kris","Near North Side",41.90762,-87.63465,"Entire home/apt",135,2,3,"2017-07-02",0.07,1,0
1617,"Wrigleyville Getaway",131717124,"Emiliano","Lake View",41.94815,-87.65975,"Entire home/apt",245,1,85,"2020-03-15",2.24,2,68
